fips,n_days,pm25_mean,pm25_p95,smoke_light_mean,smoke_heavy_mean,outage_days,peak_out_max
06037,7,26.667596356349208,45.80026388333332,0.3441147149137796,0.31224980399860336,0,0
17031,7,5.533618190136054,7.74812505,0.5714285714285714,0.03571428571428571,3,1200
53033,7,57.68607085714286,136.633645825,0.4642542498563246,0.07200930854620649,0,0
